ID	premise_en	hypothesis_en	gold	content-type	inference-pattern	modal
13	If the artifact is genuine, then it is known that it is from a specific historical period. The artifact is genuine.	It is known that the artifact is from a specific historical period.	entailment	congruent	Hyp-MP	epistemic
14	If the event occurs, then it is established that it will have economic implications. The event occurs.	It is established that the event will have economic implications.	entailment	congruent	Hyp-MP	epistemic
15	If the prediction is accurate, then the outcome must have been anticipated. The prediction is accurate.	The outcome must have been anticipated.	entailment	congruent	Hyp-MP	epistemic
16	If the animal is a mammal, then it is certain that it has mammary glands. The animal is a mammal.	It is certain that the animal has mammary glands.	entailment	congruent	Hyp-MP	epistemic
17	If the substance is a metal, then it is necessarily the case that it conducts electricity. The substance is a metal.	It is necessarily the case that the substance conducts electricity.	entailment	congruent	Hyp-MP	epistemic
18	If the historical figure existed, then it is known that they lived in a particular era. The historical figure existed.	It is known that the historical figure lived in a particular era.	entailment	congruent	Hyp-MP	epistemic
19	If the celestial body is a planet, then it is established that it orbits a star. The celestial body is a planet.	It is established that the celestial body orbits a star.	entailment	congruent	Hyp-MP	epistemic
20	If the social group has a hierarchical structure, then there must have been a leader. The social group has a hierarchical structure.	There must have been a leader.	entailment	congruent	Hyp-MP	epistemic
21	If the sun rises in the east, then it is certain that cats can fly. The sun rises in the east.	Cats can fly.	entailment	incongruent	Hyp-MP	epistemic
22	If the Amazon rainforest is burning, then it is necessarily the case that the Earth is flat. The Amazon rainforest is burning.	The Earth is flat.	entailment	incongruent	Hyp-MP	epistemic
23	"If a tomato is a fruit, then it is known that Beethoven wrote ""Bohemian Rhapsody"". A tomato is a fruit."	"Beethoven wrote ""Bohemian Rhapsody""."	entailment	incongruent	Hyp-MP	epistemic
24	If Mount Everest is the tallest mountain on Earth, then it is established that fish can breathe air. Mount Everest is the tallest mountain on Earth.	Fish can breathe air.	entailment	incongruent	Hyp-MP	epistemic
25	If the internet exists, then trees must have been able to walk. The internet exists.	Trees can walk.	entailment	incongruent	Hyp-MP	epistemic
26	If water boils at 100 degrees Celsius, then it is certain that the moon is made of cheese. Water boils at 100 degrees Celsius.	The moon is made of cheese.	entailment	incongruent	Hyp-MP	epistemic
27	If photosynthesis is a process used by plants, then it is necessarily the case that humans can photosynthesize. Photosynthesis is a process used by plants.	Humans can photosynthesize.	entailment	incongruent	Hyp-MP	epistemic
28	If the Mona Lisa is a famous painting, then it is known that Vincent van Gogh painted the Sistine Chapel ceiling. The Mona Lisa is a famous painting.	Vincent van Gogh painted the Sistine Chapel ceiling.	entailment	incongruent	Hyp-MP	epistemic
29	If Paris is the capital of France, then it is established that London is the capital of Germany. Paris is the capital of France.	London is the capital of Germany.	entailment	incongruent	Hyp-MP	epistemic
30	If gravity exists, then it is established that birds can teleport. Gravity exists.	Birds can teleport.	entailment	incongruent	Hyp-MP	epistemic
31	If the Earth revolves around the Sun, then elephants must have been able to fly. The Earth revolves around the Sun.	Elephants can fly.	entailment	incongruent	Hyp-MP	epistemic
32	If light travels faster than sound, then time travel must have been possible. Light travels faster than sound.	Time travel is possible.	entailment	incongruent	Hyp-MP	epistemic
33	If dogs are mammals, then it is certain that spiders have wings. Dogs are mammals.	Spiders have wings.	entailment	incongruent	Hyp-MP	epistemic
34	If the Pacific Ocean is the largest ocean on Earth, then it is established that the Sahara Desert is the smallest desert on Earth. The Pacific Ocean is the largest ocean on Earth.	The Sahara Desert is the smallest desert on Earth.	entailment	incongruent	Hyp-MP	epistemic
35	If World War II happened, then it is certain that Cleopatra ruled England. World War II happened.	Cleopatra ruled England.	entailment	incongruent	Hyp-MP	epistemic
36	If computers exist, then the internet must have been invented in the 15th century. Computers exist.	The internet was invented in the 15th century.	entailment	incongruent	Hyp-MP	epistemic
37	If vaccines prevent diseases, then it is necessarily the case that vaccines cause autism. Vaccines prevent diseases.	Vaccines cause autism.	entailment	incongruent	Hyp-MP	epistemic
38	If the human body has 206 bones, then it is known that the human body can regenerate limbs. The human body has 206 bones.	The human body can regenerate limbs.	entailment	incongruent	Hyp-MP	epistemic
39	If Shakespeare wrote Hamlet, then Shakespeare must have written The Odyssey. Shakespeare wrote Hamlet.	Shakespeare wrote The Odyssey.	entailment	incongruent	Hyp-MP	epistemic
40	If the speed of light is approximately 299,792,458 meters per second, then it is certain that sound travels faster than light. The speed of light is approximately 299,792,458 meters per second.	Sound travels faster than light.	entailment	incongruent	Hyp-MP	epistemic
41	If the flibbertigibbet is grommeted, then it is certain that it will be frabjous. The flibbertigibbet is grommeted.	It is certain that the flibbertigibbet will be frabjous.	entailment	nonsense	Hyp-MP	epistemic
42	If the quango is fizzbinned, then it is necessarily the case that it will be outgrabing. The quango is fizzbinned.	It is necessarily the case that the quango will be outgrabing.	entailment	nonsense	Hyp-MP	epistemic
43	If the wibble is bandersnatched, then it is known that it will be mimsy. The wibble is bandersnatched.	It is known that the wibble will be mimsy.	entailment	nonsense	Hyp-MP	epistemic
44	If the gardyloo is galumphing, then it is established that it will be uffish. The gardyloo is galumphing.	It is established that the gardyloo will be uffish.	entailment	nonsense	Hyp-MP	epistemic
45	If the yargle is squiffling, then it must have been zozzled. The yargle is squiffling.	The yargle must have been zozzled.	entailment	nonsense	Hyp-MP	epistemic
46	If the flummox is outgrabing, then it is certain that it will be gyring. The flummox is outgrabing.	It is certain that the flummox will be gyring.	entailment	nonsense	Hyp-MP	epistemic
47	If the grockle is gyring, then it is necessarily the case that it will be whiffling. The grockle is gyring.	It is necessarily the case that the grockle will be whiffling.	entailment	nonsense	Hyp-MP	epistemic
48	If the chortle is mimsy, then it is known that it will be calloohing. The chortle is mimsy.	It is known that the chortle will be calloohing.	entailment	nonsense	Hyp-MP	epistemic
49	If the uffish thought is calloohing, then it is established that it will be bandersnatching. The uffish thought is calloohing.	It is established that the uffish thought will be bandersnatching.	entailment	nonsense	Hyp-MP	epistemic
50	If the tulgey wood is whiffling, then it must have been gimbling. The tulgey wood is whiffling.	The tulgey wood must have been gimbling.	entailment	nonsense	Hyp-MP	epistemic
51	If the frabjous bandersnatch is gimbling, then it is certain that it will be outgrabing. The frabjous bandersnatch is gimbling.	It is certain that the frabjous bandersnatch will be outgrabing.	entailment	nonsense	Hyp-MP	epistemic
52	If the callay is outgrabing, then it is necessarily the case that it will be frabjous. The callay is outgrabing.	It is necessarily the case that the callay will be frabjous.	entailment	nonsense	Hyp-MP	epistemic
53	If the slithy toves is frabjous, then it is known that it will be zozzled. The slithy toves is frabjous.	It is known that the slithy toves will be zozzled.	entailment	nonsense	Hyp-MP	epistemic
54	If the mome raths is galumphing, then it is established that it will be fizzbinned. The mome raths is galumphing.	It is established that the mome raths will be fizzbinned.	entailment	nonsense	Hyp-MP	epistemic
55	If the jubjub bird is squiffling, then it must have been grommeted. The jubjub bird is squiffling.	The jubjub bird must have been grommeted.	entailment	nonsense	Hyp-MP	epistemic
56	If the whiffling pig is outgrabing, then it is certain that it will be bandersnatched. The whiffling pig is outgrabing.	It is certain that the whiffling pig will be bandersnatched.	entailment	nonsense	Hyp-MP	epistemic
57	If the mimsy borogove is gyring, then it is necessarily the case that it will be galumphing. The mimsy borogove is gyring.	It is necessarily the case that the mimsy borogove will be galumphing.	entailment	nonsense	Hyp-MP	epistemic
58	If the rathe is mimsy, then it is known that it will be uffish. The rathe is mimsy.	It is known that the rathe will be uffish.	entailment	nonsense	Hyp-MP	epistemic
59	If the bandersnatch is calloohing, then it is established that it will be whiffling. The bandersnatch is calloohing.	It is established that the bandersnatch will be whiffling.	entailment	nonsense	Hyp-MP	epistemic
60	If the jubjub is whiffling, then it must have been calloohing. The jubjub is whiffling.	The jubjub must have been calloohing.	entailment	nonsense	Hyp-MP	epistemic
61	If a person exercises regularly, then it is certain that they will improve their cardiovascular health. It is not certain that the person has improved their cardiovascular health.	It is not the case that the person has improved their cardiovascular health.	entailment	congruent	Hyp-MT	epistemic
62	If a student develops effective study habits, then it is necessarily the case that they will succeed academically. It is not necessarily the case that the student succeeds academically.	It is not the case that the student succeeds academically.	entailment	congruent	Hyp-MT	epistemic
63	If a company invests in research and development, then it is known that it will innovate. It is not known that the company innovates.	It is not the case that the company innovates.	entailment	congruent	Hyp-MT	epistemic
64	If a country promotes free trade, then it is established that it will experience economic growth. It is not established that the country experiences economic growth.	It is not the case that the country experiences economic growth.	entailment	congruent	Hyp-MT	epistemic
65	If a species is well-adapted to its environment, then it must have been thriving. It is not the case that the species must have been thriving.	The species is not thriving.	entailment	congruent	Hyp-MT	epistemic
66	If a person practices mindfulness, then it is certain that they will reduce stress levels. It is possible that the person did not reduce their stress levels.	It is not the case that the person reduced their stress levels.	entailment	congruent	Hyp-MT	epistemic
67	If a society values equality, then it is necessarily the case that it will be more just. It is possible that the society is not more just.	It is not the case that the society is more just.	entailment	congruent	Hyp-MT	epistemic
68	If a new technology is introduced, then it is known that it can disrupt existing industries. It is possible that the new technology did not disrupt existing industries.	It is not the case that the new technology disrupted existing industries.	entailment	congruent	Hyp-MT	epistemic
69	If a government implements progressive social policies, then it is established that it will improve the lives of its citizens. It is possible that the government did not improve the lives of its citizens.	It is not the case that the government improved the lives of its citizens.	entailment	congruent	Hyp-MT	epistemic
70	If a historical event is widely studied, then its significance must have been recognized. It is possible that the significance of the historical event was not recognized.	It is not the case that the significance of the historical event was recognized.	entailment	congruent	Hyp-MT	epistemic
71	If a person receives emotional support, then it is certain that they will cope better with challenges. There's a chance that the person did not cope better with challenges.	It is not the case that the person coped better with challenges.	entailment	congruent	Hyp-MT	epistemic
72	If a country experiences economic hardship, then it is necessarily the case that its citizens will experience financial difficulties. There's a chance that the country's citizens did not experience financial difficulties.	It is not the case that the country's citizens experienced financial difficulties.	entailment	congruent	Hyp-MT	epistemic
73	If a species is threatened by habitat loss, then it is known that it will be at risk of extinction. There's a chance that the species is not at risk of extinction.	It is not the case that the species is at risk of extinction.	entailment	congruent	Hyp-MT	epistemic
74	If a new scientific theory is proposed, then it is established that it will be subject to scrutiny. There's a chance that the new scientific theory was not subject to scrutiny.	It is not the case that the new scientific theory was subject to scrutiny.	entailment	congruent	Hyp-MT	epistemic
75	If a civilization develops advanced technology, then it must have been able to explore space. There is a possibility that the civilization was not able to explore space.	It is not the case that the civilization was able to explore space.	entailment	congruent	Hyp-MT	epistemic
76	If a person engages in regular physical activity, then it is certain that their physical health will improve. There is a possibility that the person's physical health did not improve.	It is not the case that the person's physical health improved.	entailment	congruent	Hyp-MT	epistemic
77	If a community fosters a sense of belonging, then it is necessarily the case that its members will feel more connected. There is a possibility that the community's members did not feel more connected.	It is not the case that the community's members felt more connected.	entailment	congruent	Hyp-MT	epistemic
78	If a natural phenomenon is observed repeatedly, then it is known that it can be explained by scientific principles. There is a possibility that the natural phenomenon cannot be explained by scientific principles.	It is not the case that the natural phenomenon can be explained by scientific principles.	entailment	congruent	Hyp-MT	epistemic
79	If a government implements effective economic policies, then it is established that it will increase national prosperity. There is a possibility that the government did not increase national prosperity.	It is not the case that the government increased national prosperity.	entailment	congruent	Hyp-MT	epistemic
80	If a historical event has far-reaching consequences, then its impact must have been felt across generations. There is a possibility that the impact of the historical event was not felt across generations.	It is not the case that the impact of the historical event was felt across generations.	entailment	congruent	Hyp-MT	epistemic
81	If apples are fruits, then it is established that the Earth is flat. It is not established that the Earth is flat.	It is not the case that the Earth is flat.	entailment	incongruent	Hyp-MT	epistemic
82	If roses are red, then it is certain that cats can fly. It is not certain that cats can fly.	It is not the case that cats can fly.	entailment	incongruent	Hyp-MT	epistemic
83	If the sky is blue, then it is necessarily the case that water is not wet. It is not necessarily the case that water is not wet.	It is not the case that water is not wet.	entailment	incongruent	Hyp-MT	epistemic
84	If ice cream is sweet, then it is known that plants do not need sunlight. It is not known that plants do not need sunlight.	It is not the case that plants do not need sunlight.	entailment	incongruent	Hyp-MT	epistemic
85	If lions roar, then it is certain that fire is cold. It is not certain that fire is cold.	It is not the case that fire is cold.	entailment	incongruent	Hyp-MT	epistemic
86	If penguins can swim, then it is established that birds cannot fly. It is not established that birds cannot fly.	It is not the case that birds cannot fly.	entailment	incongruent	Hyp-MT	epistemic
87	If chocolate is delicious, then it is necessarily the case that the moon is made of green cheese. It is not the case that the moon is made of green cheese.	It is not the case that the moon is made of green cheese.	entailment	incongruent	Hyp-MT	epistemic
88	If humans have five fingers on each hand, then it is certain that spiders have ten legs. It is not the case that spiders must have had ten legs.	It is not the case that spiders have ten legs.	entailment	incongruent	Hyp-MT	epistemic
89	If the Earth spins on its axis, then it is known that elephants can fly. Elephants might not be able to fly.	It is not the case that elephants can fly.	entailment	incongruent	Hyp-MT	epistemic
90	If Berlin is the capital of Germany, then it is certain that Paris is the capital of England. It is not certain that Paris is the capital of England.	It is not the case that Paris is the capital of England.	entailment	incongruent	Hyp-MT	epistemic
91	If sound travels through air, then it is known that trees can talk. There's a chance trees cannot talk.	It is not the case that trees can talk.	entailment	incongruent	Hyp-MT	epistemic
92	If the Nile River is the longest river in the world, then it is necessarily the case that dogs can meow. It is not necessarily the case that dogs can meow.	It is not the case that dogs can meow.	entailment	incongruent	Hyp-MT	epistemic
93	If Mount Kilimanjaro is in Africa, then it is certain that the human body can regenerate limbs. It is possible that the human body cannot regenerate limbs.	It is not the case that the human body can regenerate limbs.	entailment	incongruent	Hyp-MT	epistemic
94	If smartphones exist, then it is established that humans can breathe underwater. It is not established that humans can breathe underwater.	It is not the case that humans can breathe underwater.	entailment	incongruent	Hyp-MT	epistemic
95	If water freezes at 0 degrees Celsius, then it is known that teleportation is possible. It is not known that teleportation is possible.	It is not the case that teleportation is possible.	entailment	incongruent	Hyp-MT	epistemic
96	"If the Mona Lisa is a painting, then it is certain that Michelangelo painted the ""Girl with a Pearl Earring"". There is a possibility that Michelangelo did not paint the ""Girl with a Pearl Earring""."	"It is not the case that Michelangelo painted the ""Girl with a Pearl Earring""."	entailment	incongruent	Hyp-MT	epistemic
97	If the Great Wall of China is a man-made structure, then it is necessarily the case that Leonardo da Vinci invented the airplane. It is not certain that Leonardo da Vinci invented the airplane.	It is not the case that Leonardo da Vinci invented the airplane.	entailment	incongruent	Hyp-MT	epistemic
98	If light travels in a straight line, then it is established that Julius Caesar discovered America. It is not established that Julius Caesar discovered America.	It is not the case that Julius Caesar discovered America.	entailment	incongruent	Hyp-MT	epistemic
99	If cats are mammals, then it is known that the internet was invented in ancient Rome. It is not known that the internet was invented in ancient Rome.	It is not the case that the internet was invented in ancient Rome.	entailment	incongruent	Hyp-MT	epistemic
100	If the Sahara Desert is the largest hot desert in the world, then it is certain that vaccines cause autism. It is not necessarily the case that vaccines cause autism.	It is not the case that vaccines cause autism.	entailment	incongruent	Hyp-MT	epistemic
101	If the flibbertigibbet is grommeted, then it is certain that it will be frabjous. It is not certain that the flibbertigibbet is frabjous.	It is not the case that the flibbertigibbet is frabjous.	entailment	nonsense	Hyp-MT	epistemic
102	If the quango is fizzbinned, then it is necessarily the case that it will be outgrabing. It is not necessarily the case that the quango is outgrabing.	It is not the case that the quango is outgrabing.	entailment	nonsense	Hyp-MT	epistemic
103	If the wibble is bandersnatched, then it is known that it will be mimsy. It is not known that the wibble is mimsy.	It is not the case that the wibble is mimsy.	entailment	nonsense	Hyp-MT	epistemic
104	If the gardyloo is galumphing, then it is established that it will be uffish. It is not established that the gardyloo is uffish.	It is not the case that the gardyloo is uffish.	entailment	nonsense	Hyp-MT	epistemic
105	If the yargle is squiffling, then it must have been zozzled. It is not the case that the yargle must have been zozzled.	It is not the case that the yargle was zozzled.	entailment	nonsense	Hyp-MT	epistemic
106	If the flummox is outgrabing, then it is certain that it will be gyring. It is possible that the flummox is not gyring.	It is not the case that the flummox is gyring.	entailment	nonsense	Hyp-MT	epistemic
107	If the grockle is gyring, then it is necessarily the case that it will be whiffling. It is possible that the grockle is not whiffling.	It is not the case that the grockle is whiffling.	entailment	nonsense	Hyp-MT	epistemic
108	If the chortle is mimsy, then it is known that it will be calloohing. It is possible that the chortle is not calloohing.	It is not the case that the chortle is calloohing.	entailment	nonsense	Hyp-MT	epistemic
109	If the uffish thought is calloohing, then it is established that it will be bandersnatching. It is possible that the uffish thought is not bandersnatching.	It is not the case that the uffish thought is bandersnatching.	entailment	nonsense	Hyp-MT	epistemic
110	If the tulgey wood is whiffling, then it must have been gimbling. It is possible that the tulgey wood was not gimbling.	It is not the case that the tulgey wood was gimbling.	entailment	nonsense	Hyp-MT	epistemic
111	If the frabjous bandersnatch is gimbling, then it is certain that it will be outgrabing. There's a chance that the frabjous bandersnatch is not outgrabing.	It is not the case that the frabjous bandersnatch is outgrabing.	entailment	nonsense	Hyp-MT	epistemic
112	If the callay is outgrabing, then it is necessarily the case that it will be frabjous. There's a chance that the callay is not frabjous.	It is not the case that the callay is frabjous.	entailment	nonsense	Hyp-MT	epistemic
113	If the slithy toves is frabjous, then it is known that it will be zozzled. There's a chance that the slithy toves is not zozzled.	It is not the case that the slithy toves is zozzled.	entailment	nonsense	Hyp-MT	epistemic
114	If the mome raths is galumphing, then it is established that it will be fizzbinned. There's a chance that the mome raths is not fizzbinned.	It is not the case that the mome raths is fizzbinned.	entailment	nonsense	Hyp-MT	epistemic
115	If the jubjub bird is squiffling, then it must have been grommeted. There is a possibility that the jubjub bird was not grommeted.	It is not the case that the jubjub bird was grommeted.	entailment	nonsense	Hyp-MT	epistemic
116	If the whiffling pig is outgrabing, then it is certain that it will be bandersnatched. There is a possibility that the whiffling pig is not bandersnatched.	It is not the case that the whiffling pig is bandersnatched.	entailment	nonsense	Hyp-MT	epistemic
117	If the mimsy borogove is gyring, then it is necessarily the case that it will be galumphing. There is a possibility that the mimsy borogove is not galumphing.	It is not the case that the mimsy borogove is galumphing.	entailment	nonsense	Hyp-MT	epistemic
118	If the rathe is mimsy, then it is known that it will be uffish. There is a possibility that the rathe is not uffish.	It is not the case that the rathe is uffish.	entailment	nonsense	Hyp-MT	epistemic
119	If the bandersnatch is calloohing, then it is established that it will be whiffling. There is a possibility that the bandersnatch is not whiffling.	It is not the case that the bandersnatch is whiffling.	entailment	nonsense	Hyp-MT	epistemic
120	If the jubjub is whiffling, then it must have been calloohing. There is a possibility that the jubjub was not calloohing.	It is not the case that the jubjub was calloohing.	entailment	nonsense	Hyp-MT	epistemic
121	All countries with a coastline must have a navy.  Japan is a country with a coastline.	Japan must have a navy.	entailment	congruent	Cat-MP	epistemic
122	All professional athletes are certain to train rigorously. Serena Williams is a professional athlete.	Serena Williams is certain to train rigorously.	entailment	congruent	Cat-MP	epistemic
123	All planets necessarily have gravity. Earth is a planet.	Earth necessarily has gravity.	entailment	congruent	Cat-MP	epistemic
124	All extinct species are known to have once existed. The dodo is an extinct species.	The dodo is known to have once existed.	entailment	congruent	Cat-MP	epistemic
125	It is established that all ecosystems are affected by climate change. The Arctic is an ecosystem.	It is established that the Arctic is affected by climate change.	entailment	congruent	Cat-MP	epistemic
126	All mammals must have a heart.  A chimpanzee is a mammal.	A chimpanzee must have a heart.	entailment	congruent	Cat-MP	epistemic
127	All rivers are certain to eventually flow into a larger body of water. The Mississippi River is a river.	The Mississippi River is certain to eventually flow into a larger body of water.	entailment	congruent	Cat-MP	epistemic
128	All historical civilizations necessarily had a form of social structure. The ancient Egyptians were a historical civilization.	The ancient Egyptians necessarily had a form of social structure.	entailment	congruent	Cat-MP	epistemic
129	All languages are known to have dialects.  German is a language.	German is known to have dialects.	entailment	congruent	Cat-MP	epistemic
130	It is established that all economic systems have strengths and weaknesses.  Communism is an economic system.	It is established that Communism has strengths and weaknesses.	entailment	congruent	Cat-MP	epistemic
131	All living organisms must have a way to obtain energy. This mushroom is a living organism.	This mushroom must have a way to obtain energy.	entailment	congruent	Cat-MP	epistemic
132	All scientific theories are certain to be subject to revision as new evidence emerges. The theory of relativity is a scientific theory.	The theory of relativity is certain to be subject to revision as new evidence emerges.	entailment	congruent	Cat-MP	epistemic
133	All social movements necessarily arise from a desire for change. The Civil Rights movement was a social movement.	The Civil Rights movement necessarily arose from a desire for change.	entailment	congruent	Cat-MP	epistemic
134	All works of art are known to be open to interpretation. This painting is a work of art.	This painting is known to be open to interpretation.	entailment	congruent	Cat-MP	epistemic
135	It is established that all cultures have unique forms of artistic expression. The Aboriginal Australian culture is a culture.	It is established that the Aboriginal Australian culture has unique forms of artistic expression.	entailment	congruent	Cat-MP	epistemic
136	All historical events must have had an impact on the world. The invention of the printing press was a historical event.	The invention of the printing press must have had an impact on the world.	entailment	congruent	Cat-MP	epistemic
137	All celestial bodies are certain to be in motion. This asteroid is a celestial body.	This asteroid is certain to be in motion.	entailment	congruent	Cat-MP	epistemic
138	All political systems necessarily involve the distribution of power. Democracy is a political system.	Democracy necessarily involves the distribution of power.	entailment	congruent	Cat-MP	epistemic
139	All languages are known to have a grammatical structure.  Swahili is a language.	Swahili is known to have a grammatical structure.	entailment	congruent	Cat-MP	epistemic
140	It is established that all economies are influenced by global events. The economy of Greece is an economy.	It is established that the economy of Greece is influenced by global events.	entailment	congruent	Cat-MP	epistemic
141	All birds necessarily fly. Tweety is a bird.	Tweety necessarily flies.	entailment	incongruent	Cat-MP	epistemic
142	All fruits are known to be green. A banana is a fruit.	A banana is known to be green.	entailment	incongruent	Cat-MP	epistemic
143	All mammals must have been purple. A cat is a mammal.	A cat must have been purple.	entailment	incongruent	Cat-MP	epistemic
144	All planets are certain to be made of cheese. The Earth is a planet.	The Earth is certain to be made of cheese.	entailment	incongruent	Cat-MP	epistemic
145	All fish must breathe air. A goldfish is a fish.	It is established that a goldfish breathes air.	entailment	incongruent	Cat-MP	epistemic
146	All trees are known to be able to walk. An oak tree is a tree.	An oak tree is known to be able to walk.	entailment	incongruent	Cat-MP	epistemic
147	All flowers must have been black. A rose is a flower.	A rose must have been black.	entailment	incongruent	Cat-MP	epistemic
148	All insects are certain to have eight legs. A spider is an insect.	A spider is certain to have eight legs.	entailment	incongruent	Cat-MP	epistemic
149	All rivers are known to flow uphill. The Nile is a river.	The Nile is known to flow uphill.	entailment	incongruent	Cat-MP	epistemic
150	All mountains must have been made of chocolate. Mount Everest is a mountain.	Mount Everest must have been made of chocolate.	entailment	incongruent	Cat-MP	epistemic
151	All clouds are certain to be square-shaped. A cumulus cloud is a cloud.	A cumulus cloud is certain to be square-shaped.	entailment	incongruent	Cat-MP	epistemic
152	All countries are known to be located in Europe. Brazil is a country.	Brazil is known to be located in Europe.	entailment	incongruent	Cat-MP	epistemic
153	All historical figures must have been time travelers. Cleopatra was a historical figure.	Cleopatra must have been a time traveler.	entailment	incongruent	Cat-MP	epistemic
154	All paintings are certain to be painted by Picasso. The Mona Lisa is a painting.	The Mona Lisa is certain to be painted by Picasso.	entailment	incongruent	Cat-MP	epistemic
155	All books are known to be written in French. Hamlet is a book.	Hamlet is known to be written in French.	entailment	incongruent	Cat-MP	epistemic
156	All musical instruments must have been made of cheese. A violin is a musical instrument.	A violin must have been made of cheese.	entailment	incongruent	Cat-MP	epistemic
157	All sports must be played on ice. Soccer is a sport.	Soccer must be played on ice.	entailment	incongruent	Cat-MP	epistemic
158	All vehicles are certain to fly. A car is a vehicle.	A car is certain to fly.	entailment	incongruent	Cat-MP	epistemic
159	All buildings are known to be made of candy. The Eiffel Tower is a building.	The Eiffel Tower is known to be made of candy.	entailment	incongruent	Cat-MP	epistemic
160	All planets must have rings. Earth is a planet.	Earth must have rings.	entailment	incongruent	Cat-MP	epistemic
161	All flibbertigibbets must have been zozzled. This quango is a flibbertigibbet.	This quango must have been zozzled.	entailment	nonsense	Cat-MP	epistemic
162	All grommets are certain to be frabjous. This wibble is a grommet.	This wibble is certain to be frabjous.	entailment	nonsense	Cat-MP	epistemic
163	All bandersnatches necessarily outgrabe. This gardyloo is a bandersnatch.	This gardyloo necessarily outgrabes.	entailment	nonsense	Cat-MP	epistemic
164	All mimsical creatures are known to be whiffling. This yargle is a mimsy creature.	This yargle is known to be whiffling.	entailment	nonsense	Cat-MP	epistemic
165	It is established that all tulgey woods are calloohing. This flummox is a tulgey wood.	It is established that this flummox is calloohing.	entailment	nonsense	Cat-MP	epistemic
166	All slithy toves must gyre. This grockle is a slithy tove.	This grockle must gyre.	entailment	nonsense	Cat-MP	epistemic
167	All jubjub birds are certain to be outgrabing. This chortle is a jubjub bird.	This chortle is certain to be outgrabing.	entailment	nonsense	Cat-MP	epistemic
168	All uffish thoughts necessarily bandersnatch. This whiffling pig is an uffish thought.	This whiffling pig necessarily bandersnatches.	entailment	nonsense	Cat-MP	epistemic
169	All mome raths are known to be outgrabing. This mimsy borogove is a mome rath.	This mimsy borogove is known to be outgrabing.	entailment	nonsense	Cat-MP	epistemic
170	It is established that all rathes are mimsy. This bandersnatch is a rathe.	It is established that this bandersnatch is mimsy.	entailment	nonsense	Cat-MP	epistemic
171	All jubjubs must galumph. This tulgey wood is a jubjub.	This tulgey wood must galumph.	entailment	nonsense	Cat-MP	epistemic
172	All slithy toves must have been bandersnatched. This jubjub bird is a slithy tove.	This jubjub bird must have been bandersnatched.	entailment	nonsense	Cat-MP	epistemic
173	All callays are certain to be outgrabing. This whiffling pig is a callay.	This whiffling pig is certain to be outgrabing.	entailment	nonsense	Cat-MP	epistemic
174	All mome raths necessarily gyre and gimble. This rathe is a mome rath.	This rathe necessarily gyres and gimbles.	entailment	nonsense	Cat-MP	epistemic
175	All bandersnatches are known to be frumious. This jubjub bird is a bandersnatch.	This jubjub bird is known to be frumious.	entailment	nonsense	Cat-MP	epistemic
176	It is established that all outgrabing creatures are whiffling. This callay is an outgrabing creature.	It is established that this callay is whiffling.	entailment	nonsense	Cat-MP	epistemic
177	All zozzled creatures must be frabjous. This flibbertigibbet is a zozzled creature.	This flibbertigibbet must be frabjous.	entailment	nonsense	Cat-MP	epistemic
178	All fizzbinned creatures are certain to be outgrabing. This quango is a fizzbinned creature.	This quango is certain to be outgrabing.	entailment	nonsense	Cat-MP	epistemic
