ID	premise_en	hypothesis_en	gold	content-type	inference-pattern	modal
116	It is not possible that a whiffling pig can be outgrabing.	It is certain that a whiffling pig cannot be outgrabing.	entailment	nonsense	NotMi-MuNot	epistemic
117	It is not the case that a mimsy borogove might have been gyring.	It is necessarily the case that a mimsy borogove is not gyring.	entailment	nonsense	NotMi-MuNot	epistemic
118	It is impossible that a rathe can be mimsy.	It is known that a rathe cannot be mimsy.	entailment	nonsense	NotMi-MuNot	epistemic
119	There's no chance that a bandersnatch can be calloohing.	It is established that a bandersnatch cannot be calloohing.	entailment	nonsense	NotMi-MuNot	epistemic
120	There is no possibility that a jubjub can be whiffling.	A jubjub could not have been whiffling.	entailment	nonsense	NotMi-MuNot	epistemic
121	The recently discovered planet might not harbor life.	It is not certain that the recently discovered planet harbors life.	entailment	congruent	MiNot-NotMu	epistemic
122	The lost city of Atlantis might not have existed.	It is not necessarily the case that the lost city of Atlantis existed.	entailment	congruent	MiNot-NotMu	epistemic
123	There's a chance the universe is not contracting.	It is not known that the universe is contracting.	entailment	congruent	MiNot-NotMu	epistemic
124	There is a possibility that faster-than-light travel is not achievable.	It is not established that faster-than-light travel is achievable.	entailment	congruent	MiNot-NotMu	epistemic
125	Artificial intelligence might not surpass human intelligence in the next decade.	It is not the case that artificial intelligence must have surpassed human intelligence in the next decade.	entailment	congruent	MiNot-NotMu	epistemic
126	The ancient civilization might not have used advanced technology.	It is not certain that the ancient civilization used advanced technology.	entailment	congruent	MiNot-NotMu	epistemic
127	Dinosaurs might not have survived the extinction event.	It is not necessarily the case that dinosaurs survived the extinction event.	entailment	congruent	MiNot-NotMu	epistemic
128	It is possible that the Earth's core is not made of cheese.	It is not known that the Earth's core is made of cheese.	entailment	congruent	MiNot-NotMu	epistemic
129	Telepathy might not be a real phenomenon.	It is not established that telepathy is a real phenomenon.	entailment	congruent	MiNot-NotMu	epistemic
130	Humans might not colonize Mars by the end of the century.	It is not the case that humans must have colonized Mars by the end of the century.	entailment	congruent	MiNot-NotMu	epistemic
131	It is possible that the painting is not a forgery.	It is not certain that the painting is a forgery.	entailment	congruent	MiNot-NotMu	epistemic
132	The manuscript might not have been written by a different author.	It is not necessarily the case that the manuscript was written by a different author.	entailment	congruent	MiNot-NotMu	epistemic
133	There's a chance the economy will not experience hyperinflation.	It is not known that the economy will experience hyperinflation.	entailment	congruent	MiNot-NotMu	epistemic
134	The government might not implement universal basic income.	It is not established that the government will implement universal basic income.	entailment	congruent	MiNot-NotMu	epistemic
135	There is a possibility that the company will not be acquired by its competitor.	It is not the case that the company must have been acquired by its competitor.	entailment	congruent	MiNot-NotMu	epistemic
136	The new drug might not have no side effects.	It is not certain that the new drug will have no side effects.	entailment	congruent	MiNot-NotMu	epistemic
137	The experiment might not have been flawed.	It is not necessarily the case that the experiment was flawed.	entailment	congruent	MiNot-NotMu	epistemic
138	It is possible that the theory will not be proven wrong.	It is not known that the theory will be proven wrong.	entailment	congruent	MiNot-NotMu	epistemic
139	There's a chance the policy will not be successful.	It is not established that the policy will be successful.	entailment	congruent	MiNot-NotMu	epistemic
140	There is a possibility that the project will not be completed on time.	It is not the case that the project must have been completed on time.	entailment	congruent	MiNot-NotMu	epistemic
141	It is possible that the sun not rise in the east.	It is not certain that the sun rises in the east.	entailment	incongruent	MiNot-NotMu	epistemic
142	There's a chance that cats not be mammals.	It is not necessarily the case that cats are mammals.	entailment	incongruent	MiNot-NotMu	epistemic
143	There is a possibility that water not be wet.	It is not known that water is wet.	entailment	incongruent	MiNot-NotMu	epistemic
144	It is possible that fire not be hot.	It is not established that fire is hot.	entailment	incongruent	MiNot-NotMu	epistemic
145	It is possible that the earth not revolve around the sun.	It is not the case that the earth must have been revolving around the sun.	entailment	incongruent	MiNot-NotMu	epistemic
146	There's a chance that birds not have wings.	It is not certain that birds have wings.	entailment	incongruent	MiNot-NotMu	epistemic
147	There is a possibility that fish not be able to breathe underwater.	It is not necessarily the case that fish are able to breathe underwater.	entailment	incongruent	MiNot-NotMu	epistemic
148	It is possible that plants not need water to survive.	It is not known that plants need water to survive.	entailment	incongruent	MiNot-NotMu	epistemic
149	It is possible that the sky not be blue.	It is not established that the sky is blue.	entailment	incongruent	MiNot-NotMu	epistemic
150	It is possible that humans not need oxygen to breathe.	It is not the case that humans must have been needing oxygen to breathe.	entailment	incongruent	MiNot-NotMu	epistemic
151	There's a chance that sugar not be sweet.	It is not certain that sugar is sweet.	entailment	incongruent	MiNot-NotMu	epistemic
152	There is a possibility that ice not be cold.	It is not necessarily the case that ice is cold.	entailment	incongruent	MiNot-NotMu	epistemic
153	It is possible that the moon not orbit the earth.	It is not known that the moon orbits the earth.	entailment	incongruent	MiNot-NotMu	epistemic
154	It is possible that spiders not have eight legs.	It is not established that spiders have eight legs.	entailment	incongruent	MiNot-NotMu	epistemic
155	It is possible that elephants not be the largest land animals.	It is not the case that elephants must have been the largest land animals.	entailment	incongruent	MiNot-NotMu	epistemic
156	There's a chance that bicycles not have two wheels.	It is not certain that bicycles have two wheels.	entailment	incongruent	MiNot-NotMu	epistemic
157	There is a possibility that trains not run on rails.	It is not necessarily the case that trains run on rails.	entailment	incongruent	MiNot-NotMu	epistemic
158	It is possible that airplanes not fly.	It is not known that airplanes fly.	entailment	incongruent	MiNot-NotMu	epistemic
159	It is possible that computers not use electricity.	It is not established that computers use electricity.	entailment	incongruent	MiNot-NotMu	epistemic
160	It is possible that books not have pages.	It is not the case that books must have been having pages.	entailment	incongruent	MiNot-NotMu	epistemic
161	A flibbertigibbet might not be zozzled.	It is not certain that a flibbertigibbet is zozzled.	entailment	nonsense	MiNot-NotMu	epistemic
162	A quango might not have been fizzbinned.	It is not necessarily the case that a quango was fizzbinned.	entailment	nonsense	MiNot-NotMu	epistemic
163	It is possible that a wibble is not frabjous.	It is not known that a wibble is frabjous.	entailment	nonsense	MiNot-NotMu	epistemic
164	There's a chance a gardyloo is not galumphing.	It is not established that a gardyloo is galumphing.	entailment	nonsense	MiNot-NotMu	epistemic
165	A yargle might not have been squiffling.	It is not the case that a yargle must have been squiffling.	entailment	nonsense	MiNot-NotMu	epistemic
166	A flummox might not be outgrabing.	It is not certain that a flummox is outgrabing.	entailment	nonsense	MiNot-NotMu	epistemic
167	A grockle might not have been gyring.	It is not necessarily the case that a grockle was gyring.	entailment	nonsense	MiNot-NotMu	epistemic
168	It is possible that a chortle is not mimsy.	It is not known that a chortle is mimsy.	entailment	nonsense	MiNot-NotMu	epistemic
169	There's a chance an uffish thought is not calloohing.	It is not established that an uffish thought is calloohing.	entailment	nonsense	MiNot-NotMu	epistemic
170	A tulgey wood might not have been whiffling.	It is not the case that a tulgey wood must have been whiffling.	entailment	nonsense	MiNot-NotMu	epistemic
171	A frabjous bandersnatch might not be gimbling.	It is not certain that a frabjous bandersnatch is gimbling.	entailment	nonsense	MiNot-NotMu	epistemic
172	A callay might not have been outgrabing.	It is not necessarily the case that a callay was outgrabing.	entailment	nonsense	MiNot-NotMu	epistemic
173	It is possible that a slithy toves is not frabjous.	It is not known that a slithy toves is frabjous.	entailment	nonsense	MiNot-NotMu	epistemic
174	There's a chance a mome raths is not galumphing.	It is not established that a mome raths is galumphing.	entailment	nonsense	MiNot-NotMu	epistemic
175	A jubjub bird might not have been squiffling.	It is not the case that a jubjub bird must have been squiffling.	entailment	nonsense	MiNot-NotMu	epistemic
176	A whiffling pig might not be outgrabing.	It is not certain that a whiffling pig is outgrabing.	entailment	nonsense	MiNot-NotMu	epistemic
177	A mimsy borogove might not have been gyring.	It is not necessarily the case that a mimsy borogove was gyring.	entailment	nonsense	MiNot-NotMu	epistemic
178	It is possible that a rathe is not mimsy.	It is not known that a rathe is mimsy.	entailment	nonsense	MiNot-NotMu	epistemic
179	There's a chance a bandersnatch is not calloohing.	It is not established that a bandersnatch is calloohing.	entailment	nonsense	MiNot-NotMu	epistemic
180	A jubjub might not have been whiffling.	It is not the case that a jubjub must have been whiffling.	entailment	nonsense	MiNot-NotMu	epistemic
181	It is certain that regular exercise can improve cardiovascular health.	It is possible that regular exercise can improve cardiovascular health.	entailment	congruent	Mu-Mi	epistemic
182	It is necessarily the case that emotions influence decision-making.	Emotions might influence decision-making.	entailment	congruent	Mu-Mi	epistemic
183	It is known that prolonged stress can negatively impact physical health.	Prolonged stress might negatively impact physical health.	entailment	congruent	Mu-Mi	epistemic
184	It is established that the Earth's climate is changing.	There's a chance that the Earth's climate is changing.	entailment	congruent	Mu-Mi	epistemic
185	The invention of the printing press must have been a major catalyst for the spread of knowledge.	There is a possibility that the invention of the printing press was a major catalyst for the spread of knowledge.	entailment	congruent	Mu-Mi	epistemic
186	It is certain that social media has transformed the way people communicate.	It is possible that social media has transformed the way people communicate.	entailment	congruent	Mu-Mi	epistemic
187	It is necessarily the case that economic inequality can lead to social unrest.	Economic inequality might lead to social unrest.	entailment	congruent	Mu-Mi	epistemic
188	It is known that early childhood experiences can have a lasting impact on personality development.	Early childhood experiences might have a lasting impact on personality development.	entailment	congruent	Mu-Mi	epistemic
189	It is established that the human brain is capable of remarkable feats of learning and memory.	There's a chance that the human brain is capable of remarkable feats of learning and memory.	entailment	congruent	Mu-Mi	epistemic
190	The development of agriculture must have been a turning point in human history.	There is a possibility that the development of agriculture was a turning point in human history.	entailment	congruent	Mu-Mi	epistemic
191	It is certain that bilingualism can enhance cognitive flexibility.	It is possible that bilingualism can enhance cognitive flexibility.	entailment	congruent	Mu-Mi	epistemic
192	It is necessarily the case that cultural values shape individual behavior.	Cultural values might shape individual behavior.	entailment	congruent	Mu-Mi	epistemic
193	It is known that exposure to nature can have positive effects on mental well-being.	Exposure to nature might have positive effects on mental well-being.	entailment	congruent	Mu-Mi	epistemic
194	It is established that technological advancements can both solve and create new problems.	There's a chance that technological advancements can both solve and create new problems.	entailment	congruent	Mu-Mi	epistemic
195	The discovery of DNA must have revolutionized the field of biology.	There is a possibility that the discovery of DNA revolutionized the field of biology.	entailment	congruent	Mu-Mi	epistemic
196	It is certain that music can evoke strong emotional responses.	It is possible that music can evoke strong emotional responses.	entailment	congruent	Mu-Mi	epistemic
197	It is necessarily the case that political systems evolve over time.	Political systems might evolve over time.	entailment	congruent	Mu-Mi	epistemic
198	It is known that sleep plays a crucial role in memory consolidation.	Sleep might play a crucial role in memory consolidation.	entailment	congruent	Mu-Mi	epistemic
199	It is established that human behavior is influenced by both conscious and unconscious factors.	There's a chance that human behavior is influenced by both conscious and unconscious factors.	entailment	congruent	Mu-Mi	epistemic
200	The invention of the internet must have had a profound impact on global communication.	There is a possibility that the invention of the internet had a profound impact on global communication.	entailment	congruent	Mu-Mi	epistemic
201	It is certain that the sun rises in the west.	There is a possibility that the sun rises in the west.	entailment	incongruent	Mu-Mi	epistemic
202	It is necessarily the case that water is dry.	It might have been the case that water is dry.	entailment	incongruent	Mu-Mi	epistemic
203	It is known that ice is hot.	There's a chance ice is hot.	entailment	incongruent	Mu-Mi	epistemic
204	It is established that dogs meow.	There is a possibility that dogs meow.	entailment	incongruent	Mu-Mi	epistemic
205	It is certain that the sky is green.	There is a possibility that the sky is green.	entailment	incongruent	Mu-Mi	epistemic
206	It is necessarily the case that fire is cold.	It might have been the case that fire is cold.	entailment	incongruent	Mu-Mi	epistemic
207	It is known that grass is purple.	There's a chance grass is purple.	entailment	incongruent	Mu-Mi	epistemic
208	It is established that lemons are sweet.	There is a possibility that lemons are sweet.	entailment	incongruent	Mu-Mi	epistemic
209	It is certain that sugar is salty.	There is a possibility that sugar is salty.	entailment	incongruent	Mu-Mi	epistemic
210	It is necessarily the case that the ocean is fresh.	It might have been the case that the ocean is fresh.	entailment	incongruent	Mu-Mi	epistemic
211	It is known that rocks are soft.	There's a chance rocks are soft.	entailment	incongruent	Mu-Mi	epistemic
212	It is established that feathers are heavy.	There is a possibility that feathers are heavy.	entailment	incongruent	Mu-Mi	epistemic
213	It is certain that wood sinks on water.	There is a possibility that wood sinks in water.	entailment	incongruent	Mu-Mi	epistemic
214	It is necessarily the case that metal is a poor conductor of electricity.	It might have been the case that metal is a poor conductor of electricity.	entailment	incongruent	Mu-Mi	epistemic
215	It is known that deserts are wet.	There's a chance deserts are wet.	entailment	incongruent	Mu-Mi	epistemic
216	It is established that volcanoes implode.	There is a possibility that volcanoes implode.	entailment	incongruent	Mu-Mi	epistemic
217	It is certain that gravity pulls objects away from the Earth.	There is a possibility that gravity pushes objects away from the Earth.	entailment	incongruent	Mu-Mi	epistemic
218	It is necessarily the case that humans breathe water.	It might have been the case that humans breathe water.	entailment	incongruent	Mu-Mi	epistemic
219	It is known that plants need darkness to grow.	There's a chance plants need darkness to grow.	entailment	incongruent	Mu-Mi	epistemic
220	It is established that the Earth does not rotate.	There is a possibility that the Earth does not rotate.	entailment	incongruent	Mu-Mi	epistemic
