ID	premise_en	hypothesis_en	gold	content-type	inference-pattern	modal
16	If you are working on a team, then you must cooperate with your colleagues. You are working on a team.	You must cooperate with your colleagues.	entailment	congruent	Hyp-MP	deontic
17	If you are giving a presentation, then you must be prepared and organized. You are giving a presentation.	You must be prepared and organized.	entailment	congruent	Hyp-MP	deontic
18	If you are writing an essay, then you must cite your sources. You are writing an essay.	You must cite your sources.	entailment	congruent	Hyp-MP	deontic
19	If you are taking a test, then you must not cheat. You are taking a test.	You must not cheat.	entailment	congruent	Hyp-MP	deontic
20	If you are participating in a competition, then you must follow the rules. You are participating in a competition.	You must follow the rules.	entailment	congruent	Hyp-MP	deontic
21	If you eat an apple, then it is obligatory to grow wings. You eat an apple.	It is obligatory to grow wings.	entailment	incongruent	Hyp-MP	deontic
22	If the sun rises in the east, then there is an obligation to speak French. The sun rises in the east.	There is an obligation to speak French.	entailment	incongruent	Hyp-MP	deontic
23	If a cat meows, then you are required to turn into a frog. A cat meows.	You are required to turn into a frog.	entailment	incongruent	Hyp-MP	deontic
24	If it rains, then it is mandatory to forget your name. It rains.	It is mandatory to forget your name.	entailment	incongruent	Hyp-MP	deontic
25	If a dog barks, then you must become invisible. A dog barks.	You must become invisible.	entailment	incongruent	Hyp-MP	deontic
26	If you drink water, then it is obligatory to teleport. You drink water.	It is obligatory to teleport.	entailment	incongruent	Hyp-MP	deontic
27	If a bird sings, then there is an obligation to walk on the ceiling. A bird sings.	There is an obligation to walk on the ceiling.	entailment	incongruent	Hyp-MP	deontic
28	If you feel happy, then you are required to shrink to the size of an ant. You feel happy.	You are required to shrink to the size of an ant.	entailment	incongruent	Hyp-MP	deontic
29	If the economy is strong, then it is mandatory to have six fingers on each hand. The economy is strong.	It is mandatory to have six fingers on each hand.	entailment	incongruent	Hyp-MP	deontic
30	If you read a book, then you must breathe underwater. You read a book.	You must breathe underwater.	entailment	incongruent	Hyp-MP	deontic
31	If a plant grows, then it is obligatory to travel through time. A plant grows.	It is obligatory to travel through time.	entailment	incongruent	Hyp-MP	deontic
32	If you sleep, then there is an obligation to change your hair color every hour. You sleep.	There is an obligation to change your hair color every hour.	entailment	incongruent	Hyp-MP	deontic
33	If the wind blows, then you are required to speak in rhymes. The wind blows.	You are required to speak in rhymes.	entailment	incongruent	Hyp-MP	deontic
34	If a volcano erupts, then it is mandatory to lose all your memories. A volcano erupts.	It is mandatory to lose all your memories.	entailment	incongruent	Hyp-MP	deontic
35	If you dream, then you must control the weather. You dream.	You must control the weather.	entailment	incongruent	Hyp-MP	deontic
36	If a river flows, then it is obligatory to understand animal languages. A river flows.	It is obligatory to understand animal languages.	entailment	incongruent	Hyp-MP	deontic
37	If you learn something new, then there is an obligation to walk on your hands. You learn something new.	There is an obligation to walk on your hands.	entailment	incongruent	Hyp-MP	deontic
38	If the earth rotates, then you are required to live on the moon. The earth rotates.	You are required to live on the moon.	entailment	incongruent	Hyp-MP	deontic
39	If a fire burns, then it is mandatory to have leaves grow from your head. A fire burns.	It is mandatory to have leaves grow from your head.	entailment	incongruent	Hyp-MP	deontic
40	If you blink, then you must see the future. You blink.	You must see the future.	entailment	incongruent	Hyp-MP	deontic
41	If it is flooping, then it is obligatory to bleep. It is flooping.	It is obligatory to bleep.	entailment	nonsense	Hyp-MP	deontic
42	If it is gleeping, then there is an obligation to blop. It is gleeping.	There is an obligation to blop.	entailment	nonsense	Hyp-MP	deontic
43	If it is glorping, then you are required to blip. It is glorping.	You are required to blip.	entailment	nonsense	Hyp-MP	deontic
44	If it is frizzing, then it is mandatory to blurp. It is frizzing.	It is mandatory to blurp.	entailment	nonsense	Hyp-MP	deontic
45	If it is quaffing, then you must blab. It is quaffing.	You must blab.	entailment	nonsense	Hyp-MP	deontic
46	If it is zapping, then it is obligatory to beep. It is zapping.	It is obligatory to beep.	entailment	nonsense	Hyp-MP	deontic
47	If it is whizzing, then there is an obligation to boop. It is whizzing.	There is an obligation to boop.	entailment	nonsense	Hyp-MP	deontic
48	If it is wooshing, then you are required to bip. It is wooshing.	You are required to bip.	entailment	nonsense	Hyp-MP	deontic
49	If it is boinging, then it is mandatory to burp. It is boinging.	It is mandatory to burp.	entailment	nonsense	Hyp-MP	deontic
50	If it is sproinging, then you must babble. It is sproinging.	You must babble.	entailment	nonsense	Hyp-MP	deontic
51	If it is flurbing, then it is obligatory to fleep. It is flurbing.	It is obligatory to fleep.	entailment	nonsense	Hyp-MP	deontic
52	If it is gurging, then there is an obligation to glop. It is gurging.	There is an obligation to glop.	entailment	nonsense	Hyp-MP	deontic
53	If it is harping, then you are required to glip. It is harping.	You are required to glip.	entailment	nonsense	Hyp-MP	deontic
54	If it is jiving, then it is mandatory to glurp. It is jiving.	It is mandatory to glurp.	entailment	nonsense	Hyp-MP	deontic
55	If it is kipping, then you must glab. It is kipping.	You must glab.	entailment	nonsense	Hyp-MP	deontic
56	If it is looping, then it is obligatory to leep. It is looping.	It is obligatory to leep.	entailment	nonsense	Hyp-MP	deontic
57	If it is moping, then there is an obligation to lop. It is moping.	There is an obligation to lop.	entailment	nonsense	Hyp-MP	deontic
58	If it is noping, then you are required to lip. It is noping.	You are required to lip.	entailment	nonsense	Hyp-MP	deontic
59	If it is ooping, then it is mandatory to lurp. It is ooping.	It is mandatory to lurp.	entailment	nonsense	Hyp-MP	deontic
60	If it is poping, then you must lab. It is poping.	You must lab.	entailment	nonsense	Hyp-MP	deontic
61	If you borrow a book from the library, then you are required to return it by the due date. You are not required to return the book by the due date.	You did not borrow a book from the library.	entailment	congruent	Hyp-MT	deontic
62	If you want to drive a car in Japan, then it is mandatory to have a Japanese driver's license. It is not mandatory to have a Japanese driver's license.	You do not want to drive a car in Japan.	entailment	congruent	Hyp-MT	deontic
63	If you break a vase, then you must apologize to the owner. It is not the case that you must apologize to the owner.	You did not break a vase.	entailment	congruent	Hyp-MT	deontic
64	If you promise to help a friend move, then it is obligatory to keep your promise. It is not obligatory to keep your promise to help your friend move.	You did not promise to help a friend move.	entailment	congruent	Hyp-MT	deontic
65	If you see someone in danger, then there is an obligation to help them if possible. There is no obligation to help them.	You did not see someone in danger.	entailment	congruent	Hyp-MT	deontic
66	If you are invited to a wedding, then it is customary to bring a gift. It is not the case that you are required to bring a gift.	You are not invited to a wedding.	entailment	congruent	Hyp-MT	deontic
67	If you want to succeed in life, then it is necessary to work hard and persevere. You are not required to work hard and persevere.	It is not the case that you want to succeed in life.	entailment	congruent	Hyp-MT	deontic
68	If you are feeling overwhelmed, then it is important to take a break and relax. It is permissible not to take a break and relax.	You are not feeling overwhelmed.	entailment	congruent	Hyp-MT	deontic
69	If you want to learn a new language, then you must be willing to make mistakes. It is permissible not to make mistakes.	It is not the case that you want to learn a new language.	entailment	congruent	Hyp-MT	deontic
70	If you want to improve your health, then you are required to exercise regularly and eat a balanced diet. You are not required to exercise regularly and eat a balanced diet.	You do not want to improve your health.	entailment	congruent	Hyp-MT	deontic
71	If you are going to a party, then it is polite to RSVP to the invitation. You are allowed not to RSVP to the invitation.	You are not going to a party.	entailment	congruent	Hyp-MT	deontic
72	If you want to travel abroad, then it is necessary to obtain a passport and visa. It is not necessary to obtain a passport and visa.	It is not the case that you want to travel abroad.	entailment	congruent	Hyp-MT	deontic
73	If you want to buy a house, then you must save up for a down payment. It is not the case that you have to save up for a down payment.	You do not want to buy a house.	entailment	congruent	Hyp-MT	deontic
74	If you want to get a job as a programmer, then you must have strong coding skills. You are permitted not to have strong coding skills.	It is not the case that you want to get a job as a programmer.	entailment	congruent	Hyp-MT	deontic
75	If you want to make friends, then you must be open and friendly. You are allowed not to be open and friendly.	It is not the case that you want to make friends.	entailment	congruent	Hyp-MT	deontic
76	If you want to be happy, then you must find what brings you joy and pursue it. You can choose not to find what brings you joy and pursue it.	It is not the case that you want to be happy.	entailment	congruent	Hyp-MT	deontic
77	If you see a crime being committed, then you are obligated to report it to the police. There is no obligation to report the crime to the police.	You did not see a crime being committed.	entailment	congruent	Hyp-MT	deontic
78	If you are a witness to an accident, then you are required to provide your contact information. You are not required to provide your contact information.	You are not a witness to an accident.	entailment	congruent	Hyp-MT	deontic
79	If you are in a position of authority, then you must use your power responsibly. It is acceptable not to use your power responsibly.	You are not in a position of authority.	entailment	congruent	Hyp-MT	deontic
80	If you want to make a difference in the world, then you must be the change you want to see. You are not required to be the change you want to see.	It is not the case that you want to make a difference in the world.	entailment	congruent	Hyp-MT	deontic
81	If the sun rises in the east, then it is obligatory to eat breakfast. It is not obligatory to eat breakfast.	It is not the case that the sun rises in the east.	entailment	incongruent	Hyp-MT	deontic
82	If humans need oxygen to breathe, then there is an obligation to pay taxes. You are not required to pay taxes.	You do not need oxygen to breathe.	entailment	incongruent	Hyp-MT	deontic
83	If the earth is round, then it is mandatory to wear shoes. It is not mandatory to wear shoes.	It is not the case that the earth is round.	entailment	incongruent	Hyp-MT	deontic
84	If plants photosynthesize, then you must sleep at night. It is permissible not to sleep at night.	You do not photosynthesize.	entailment	incongruent	Hyp-MT	deontic
85	If water is wet, then you are required to have a name. You are permitted not to have a name.	You did not have a name.	entailment	incongruent	Hyp-MT	deontic
86	If fire is hot, then it is acceptable not to blink. It is not the case that you must blink.	It is not the case that fire is hot.	entailment	incongruent	Hyp-MT	deontic
87	If gravity exists, then you can choose not to age. It is not the case that you can choose not to age.	You do not exist.	entailment	incongruent	Hyp-MT	deontic
88	If the sky is blue, then it is not obligatory to breathe. You must breathe.	The sky is not blue.	entailment	incongruent	Hyp-MT	deontic
89	If birds can fly, then you are not required to have a shadow. You have a shadow.	Birds cannot fly.	entailment	incongruent	Hyp-MT	deontic
90	If fish swim in water, then it is mandatory to have bones. It is not mandatory to have bones.	It is not the case that fish swim in water.	entailment	incongruent	Hyp-MT	deontic
91	If babies cry, then you are allowed not to have a birthday. You have a birthday.	Babies do not cry.	entailment	incongruent	Hyp-MT	deontic
92	If dogs bark, then it is permissible not to have skin. You have skin.	Dogs did not bark.	entailment	incongruent	Hyp-MT	deontic
93	If cats purr, then it is not the case that you must have a heart. You have a heart.	Cats do not purr.	entailment	incongruent	Hyp-MT	deontic
94	If flowers bloom, then you are not required to have a brain. It is not permissible not to have a brain.	You did not have a brain.	entailment	incongruent	Hyp-MT	deontic
95	If rain falls from the sky, then it is acceptable not to have DNA. You have DNA.	Rain does not fall from the sky.	entailment	incongruent	Hyp-MT	deontic
96	If trees grow, then you can choose not to die. It is not the case that you can choose not to die.	Trees do not grow.	entailment	incongruent	Hyp-MT	deontic
97	If the moon orbits the earth, then it is not obligatory to be born. You were born.	The moon does not orbit the earth.	entailment	incongruent	Hyp-MT	deontic
98	If stars twinkle, then you are not required to dream. You dream.	Stars did not twinkle.	entailment	incongruent	Hyp-MT	deontic
99	If the universe is expanding, then it is mandatory to think. It is not mandatory to think.	It is not the case that the universe is expanding.	entailment	incongruent	Hyp-MT	deontic
100	If the moon orbits the earth, then there is an obligation to have a pulse. You are not required to have a pulse.	You do not have a pulse.	entailment	incongruent	Hyp-MT	deontic
101	If it is flooping, then it is obligatory to bleep. It is not obligatory to bleep.	It is not the case that it is flooping.	entailment	nonsense	Hyp-MT	deontic
102	If it is gleeping, then there is an obligation to blop. There is no obligation to blop.	It is not the case that it is gleeping.	entailment	nonsense	Hyp-MT	deontic
103	If it is glorping, then you are required to blip. You are not required to blip.	It is not the case that it is glorping.	entailment	nonsense	Hyp-MT	deontic
104	If it is frizzing, then it is mandatory to blurp. It is not mandatory to blurp.	It is not the case that it is frizzing.	entailment	nonsense	Hyp-MT	deontic
105	If it is quaffing, then you must blab. It is not the case that you must blab.	It is not the case that it is quaffing.	entailment	nonsense	Hyp-MT	deontic
106	If it is zapping, then it is obligatory to beep. It is not obligatory to beep.	It is not the case that it is zapping.	entailment	nonsense	Hyp-MT	deontic
107	If it is whizzing, then there is an obligation to boop. There is no obligation to boop.	It is not the case that it is whizzing.	entailment	nonsense	Hyp-MT	deontic
108	If it is wooshing, then you are required to bip. You are not required to bip.	It is not the case that it is wooshing.	entailment	nonsense	Hyp-MT	deontic
109	If it is boinging, then it is mandatory to burp. It is not mandatory to burp.	It is not the case that it is boinging.	entailment	nonsense	Hyp-MT	deontic
110	If it is sproinging, then you must babble. It is not the case that you must babble.	It is not the case that it is sproinging.	entailment	nonsense	Hyp-MT	deontic
111	If it is flurbing, then it is obligatory to fleep. It is not obligatory to fleep.	It is not the case that it is flurbing.	entailment	nonsense	Hyp-MT	deontic
112	If it is gurging, then there is an obligation to glop. There is no obligation to glop.	It is not the case that it is gurging.	entailment	nonsense	Hyp-MT	deontic
113	If it is harping, then you are required to glip. You are not required to glip.	It is not the case that it is harping.	entailment	nonsense	Hyp-MT	deontic
114	If it is jiving, then it is mandatory to glurp. It is not mandatory to glurp.	It is not the case that it is jiving.	entailment	nonsense	Hyp-MT	deontic
115	If it is kipping, then you must glab. It is not the case that you must glab.	It is not the case that it is kipping.	entailment	nonsense	Hyp-MT	deontic
116	If it is looping, then it is obligatory to leep. It is not obligatory to leep.	It is not the case that it is looping.	entailment	nonsense	Hyp-MT	deontic
117	If it is moping, then there is an obligation to lop. There is no obligation to lop.	It is not the case that it is moping.	entailment	nonsense	Hyp-MT	deontic
118	If it is noping, then you are required to lip. You are not required to lip.	It is not the case that it is noping.	entailment	nonsense	Hyp-MT	deontic
119	If it is ooping, then it is mandatory to lurp. It is not mandatory to lurp.	It is not the case that it is ooping.	entailment	nonsense	Hyp-MT	deontic
120	If it is poping, then you must lab. It is not the case that you must lab.	It is not the case that it is poping.	entailment	nonsense	Hyp-MT	deontic
121	All first-year students at this university must submit a paper. John is a first-year student at this university.	John must submit a paper.	entailment	congruent	Cat-MP	deontic
122	All dogs must be vaccinated. My pet is a dog.	It is mandatory for my pet to be vaccinated.	entailment	congruent	Cat-MP	deontic
123	All citizens must pay taxes. He is a citizen.	There is an obligation for him to pay taxes.	entailment	congruent	Cat-MP	deontic
124	All employees must attend the meeting. She is an employee.	She is required to attend the meeting.	entailment	congruent	Cat-MP	deontic
125	All drivers must have a license. He is a driver.	He must have a license.	entailment	congruent	Cat-MP	deontic
126	All passengers must wear seatbelts. They are passengers.	It is mandatory for them to wear seatbelts.	entailment	congruent	Cat-MP	deontic
127	All members must follow the rules. She is a member.	There is an obligation for her to follow the rules.	entailment	congruent	Cat-MP	deontic
128	All customers must be satisfied. They are customers.	They are required to be satisfied.	entailment	congruent	Cat-MP	deontic
129	All students must pass the exam. He is a student.	He must pass the exam.	entailment	congruent	Cat-MP	deontic
130	All teachers must be qualified. She is a teacher.	It is mandatory for her to be qualified.	entailment	congruent	Cat-MP	deontic
131	All doctors must have a medical license. He is a doctor.	There is an obligation for him to have a medical license.	entailment	congruent	Cat-MP	deontic
132	All nurses must be registered. She is a nurse.	She is required to be registered.	entailment	congruent	Cat-MP	deontic
133	All lawyers must pass the bar exam. He is a lawyer.	He must pass the bar exam.	entailment	congruent	Cat-MP	deontic
134	All judges must be impartial. She is a judge.	It is mandatory for her to be impartial.	entailment	congruent	Cat-MP	deontic
135	All police officers must complete training. He is a police officer.	There is an obligation for him to complete training.	entailment	congruent	Cat-MP	deontic
136	All firefighters must be physically fit. She is a firefighter.	She is required to be physically fit.	entailment	congruent	Cat-MP	deontic
137	All members of parliament must be elected. He is a member of parliament.	He must be elected.	entailment	congruent	Cat-MP	deontic
138	All government buildings must be accessible to the public. This is a government building.	It is mandatory for this building to be accessible to the public.	entailment	congruent	Cat-MP	deontic
139	All national parks must be protected. This is a national park.	There is an obligation to protect this park.	entailment	congruent	Cat-MP	deontic
140	All hospitals must have an emergency room. This is a hospital.	This hospital is required to have an emergency room.	entailment	congruent	Cat-MP	deontic
141	All birds must file tax returns. A sparrow is a bird.	A sparrow must file tax returns.	entailment	incongruent	Cat-MP	deontic
142	It is obligatory for all plants to wear hats. A sunflower is a plant.	It is obligatory for a sunflower to wear hats.	entailment	incongruent	Cat-MP	deontic
143	There is an obligation for all cars to sing lullabies. A sedan is a car.	There is an obligation for a sedan to sing lullabies.	entailment	incongruent	Cat-MP	deontic
144	All clouds are required to play musical instruments. A cumulus cloud is a cloud.	A cumulus cloud is required to play musical instruments.	entailment	incongruent	Cat-MP	deontic
145	It is mandatory for all books to bake cookies. A novel is a book.	It is mandatory for a novel to bake cookies.	entailment	incongruent	Cat-MP	deontic
146	All chairs must enroll in dancing classes. A rocking chair is a chair.	A rocking chair must enroll in dancing classes.	entailment	incongruent	Cat-MP	deontic
147	It is obligatory for all pencils to attend meetings. A mechanical pencil is a pencil.	It is obligatory for a mechanical pencil to attend meetings.	entailment	incongruent	Cat-MP	deontic
148	There is an obligation for all stars to act in movies. The sun is a star.	There is an obligation for the sun to act in movies.	entailment	incongruent	Cat-MP	deontic
149	All rivers are required to compete in swimming races. The Amazon River is a river.	The Amazon River is required to compete in swimming races.	entailment	incongruent	Cat-MP	deontic
150	It is mandatory for all mountains to wear scarves. Mount Everest is a mountain.	It is mandatory for Mount Everest to wear scarves.	entailment	incongruent	Cat-MP	deontic
151	All cats must write poetry. A tabby is a cat.	A tabby must write poetry.	entailment	incongruent	Cat-MP	deontic
152	It is obligatory for all shoes to sing opera. A sneaker is a shoe.	It is obligatory for a sneaker to sing opera.	entailment	incongruent	Cat-MP	deontic
153	There is an obligation for all volcanoes to bake pizzas. Mount Vesuvius is a volcano.	There is an obligation for Mount Vesuvius to bake pizzas.	entailment	incongruent	Cat-MP	deontic
154	All fish are required to fly airplanes. A salmon is a fish.	A salmon is required to fly airplanes.	entailment	incongruent	Cat-MP	deontic
155	It is mandatory for all bicycles to paint portraits. A mountain bike is a bicycle.	It is mandatory for a mountain bike to paint portraits.	entailment	incongruent	Cat-MP	deontic
156	All flowers must knit sweaters. A rose is a flower.	A rose must knit sweaters.	entailment	incongruent	Cat-MP	deontic
157	It is obligatory for all trees to play basketball. An oak tree is a tree.	It is obligatory for an oak tree to play basketball.	entailment	incongruent	Cat-MP	deontic
158	There is an obligation for all trains to juggle balls. A freight train is a train.	There is an obligation for a freight train to juggle balls.	entailment	incongruent	Cat-MP	deontic
159	All cups are required to perform in magic shows. A teacup is a cup.	A teacup is required to perform in magic shows.	entailment	incongruent	Cat-MP	deontic
160	It is mandatory for all cakes to participate in marathons. A birthday cake is a cake.	It is mandatory for a birthday cake to participate in marathons.	entailment	incongruent	Cat-MP	deontic
161	All czpipsawti must vmtvwzveol. dqqwjbzdbw is a czpipsawti.	There is an obligation for dqqwjbzdbw to vmtvwzveol.	entailment	nonsense	Cat-MP	deontic
162	All udhujdfjzb must wdifpvqkuj. fgqvcwezdj is a udhujdfjzb.	It is obligatory for fgqvcwezdj to wdifpvqkuj.	entailment	nonsense	Cat-MP	deontic
163	All xbvzzegsxf must lzlzfsrvlw. gkaalcoyoy is a xbvzzegsxf.	It is obligatory for gkaalcoyoy to lzlzfsrvlw.	entailment	nonsense	Cat-MP	deontic
164	All hicoiwgyie must qpzgndbold. uvymvjniqj is a hicoiwgyie.	It is mandatory for uvymvjniqj to qpzgndbold.	entailment	nonsense	Cat-MP	deontic
165	All iasfcawdoa must twbuvlowrt. ctjyeolnxa is a iasfcawdoa.	There is an obligation for ctjyeolnxa to twbuvlowrt.	entailment	nonsense	Cat-MP	deontic
166	All imyvmwqouu must urxcophoie. zdkgmuuncv is a imyvmwqouu.	zdkgmuuncv is required to urxcophoie.	entailment	nonsense	Cat-MP	deontic
167	All zcgbltszjo must gabzfqdejv. cwpiteqjxi is a zcgbltszjo.	cwpiteqjxi is required to gabzfqdejv.	entailment	nonsense	Cat-MP	deontic
168	All amwsksjhuf must maoqipnqvs. vwtnxkqclh is a amwsksjhuf.	There is an obligation for vwtnxkqclh to maoqipnqvs.	entailment	nonsense	Cat-MP	deontic
169	All xoaymdwega must njizgbytqi. xnoqjrjium is a xoaymdwega.	It is mandatory for xnoqjrjium to njizgbytqi.	entailment	nonsense	Cat-MP	deontic
170	All vvlrcruoau must vqkkdezbgy. skbiarwemr is a vvlrcruoau.	skbiarwemr must vqkkdezbgy.	entailment	nonsense	Cat-MP	deontic
171	All rzdeqsxxow must urhutnsiru. lidypqjnxw is a rzdeqsxxow.	There is an obligation for lidypqjnxw to urhutnsiru.	entailment	nonsense	Cat-MP	deontic
172	All vbafnrpcwz must uiqnwqocvc. vkbyemuodr is a vbafnrpcwz.	It is obligatory for vkbyemuodr to uiqnwqocvc.	entailment	nonsense	Cat-MP	deontic
173	All gbdjxpibtq must wdyqksfwtn. tuttdhodgz is a gbdjxpibtq.	tuttdhodgz must wdyqksfwtn.	entailment	nonsense	Cat-MP	deontic
174	All qmvofxdxja must kewuuwiwca. bibzjphvyp is a qmvofxdxja.	bibzjphvyp is required to kewuuwiwca.	entailment	nonsense	Cat-MP	deontic
175	All aqldjukavb must hlhhkhymoz. zungzpsiqp is a aqldjukavb.	zungzpsiqp must hlhhkhymoz.	entailment	nonsense	Cat-MP	deontic
176	All rphgjpdeem must qnnwgzhuub. nxwwdcgbnp is a rphgjpdeem.	There is an obligation for nxwwdcgbnp to qnnwgzhuub.	entailment	nonsense	Cat-MP	deontic
177	All vbcjbplqor must edscbtkuxf. wnfawsfrag is a vbcjbplqor.	wnfawsfrag must edscbtkuxf.	entailment	nonsense	Cat-MP	deontic
178	All ttnyegegsx must faoyjaohnx. qzsottepax is a ttnyegegsx.	qzsottepax must faoyjaohnx.	entailment	nonsense	Cat-MP	deontic
179	All gcmooxbepz must cimecfupwp. eqwoijrctx is a gcmooxbepz.	There is an obligation for eqwoijrctx to cimecfupwp.	entailment	nonsense	Cat-MP	deontic
180	All eytdhinuvz must yqvpkszckp. zoeimawwfk is a eytdhinuvz.	It is mandatory for zoeimawwfk to yqvpkszckp.	entailment	nonsense	Cat-MP	deontic
181	All first-year students at this university must submit a paper. It is not the case that Bob must submit a paper.	Bob is not a first-year student at this university.	entailment	congruent	Cat-MT	deontic
182	All dogs must be vaccinated. It is not obligatory for my pet to be vaccinated.	My pet is not a dog.	entailment	congruent	Cat-MT	deontic
183	All citizens must pay taxes. There is no obligation for him to pay taxes.	He is not a citizen.	entailment	congruent	Cat-MT	deontic
184	All employees must attend the meeting. She is not required to attend the meeting.	She is not an employee.	entailment	congruent	Cat-MT	deontic
185	All drivers must have a license. It is not mandatory for him to have a license.	He is not a driver.	entailment	congruent	Cat-MT	deontic
186	All passengers must wear seatbelts. It is not the case that they must wear seatbelts.	They are not passengers.	entailment	congruent	Cat-MT	deontic
187	All members must follow the rules. There is no obligation for her to follow the rules.	She is not a member.	entailment	congruent	Cat-MT	deontic
188	All customers must be satisfied. They are not required to be satisfied.	They are not customers.	entailment	congruent	Cat-MT	deontic
189	All students must pass the exam. It is not mandatory for him to pass the exam.	He is not a student.	entailment	congruent	Cat-MT	deontic
190	All teachers must be qualified. It is not the case that she must be qualified.	She is not a teacher.	entailment	congruent	Cat-MT	deontic
191	All doctors must have a medical license. There is no obligation for him to have a medical license.	He is not a doctor.	entailment	congruent	Cat-MT	deontic
192	All nurses must be registered. She is not required to be registered.	She is not a nurse.	entailment	congruent	Cat-MT	deontic
193	All lawyers must pass the bar exam. It is not mandatory for him to pass the bar exam.	He is not a lawyer.	entailment	congruent	Cat-MT	deontic
194	All judges must be impartial. It is not the case that she must be impartial.	She is not a judge.	entailment	congruent	Cat-MT	deontic
195	All police officers must complete training. There is no obligation for him to complete training.	He is not a police officer.	entailment	congruent	Cat-MT	deontic
196	All firefighters must be physically fit. She is not required to be physically fit.	She is not a firefighter.	entailment	congruent	Cat-MT	deontic
197	All members of parliament must be elected. It is not mandatory for him to be elected.	He is not a member of parliament.	entailment	congruent	Cat-MT	deontic
198	All government buildings must be accessible to the public. It is not the case that this building must be accessible to the public.	This is not a government building.	entailment	congruent	Cat-MT	deontic
199	All national parks must be protected. There is no obligation to protect this park.	This is not a national park.	entailment	congruent	Cat-MT	deontic
200	All hospitals must have an emergency room. This hospital is not required to have an emergency room.	This is not a hospital.	entailment	congruent	Cat-MT	deontic
201	All birds must build nests. It is not the case that a robin must build nests.	A robin is not a bird.	entailment	incongruent	Cat-MT	deontic
202	It is obligatory for all cars to stop at traffic lights. It is not mandatory for a sedan to stop at traffic lights.	A sedan is not a car.	entailment	incongruent	Cat-MT	deontic
203	There is an obligation for all flowers to bloom in spring. There is no obligation for a rose to bloom in spring.	A rose is not a flower.	entailment	incongruent	Cat-MT	deontic
204	All clouds are required to float in the sky. It is not obligatory for a cumulus cloud to float in the sky.	A cumulus cloud is not a cloud.	entailment	incongruent	Cat-MT	deontic
205	It is mandatory for all rivers to flow to the sea. A statement says it is not mandatory for the Amazon River to flow to the sea.	The Amazon River is not a river.	entailment	incongruent	Cat-MT	deontic
206	All cats must purr when content. It is not the case that a tabby must purr when content.	A tabby is not a cat.	entailment	incongruent	Cat-MT	deontic
207	It is obligatory for all stars to shine at night. It is not obligatory for the sun to shine at night.	The sun is not a star.	entailment	incongruent	Cat-MT	deontic
208	There is an obligation for all mountains to stand tall. A claim says there is no obligation for Mount Everest to stand tall.	Mount Everest is not a mountain.	entailment	incongruent	Cat-MT	deontic
209	All pencils must write on paper. It is not the case that a mechanical pencil must write on paper.	A mechanical pencil is not a pencil.	entailment	incongruent	Cat-MT	deontic
210	It is mandatory for all shoes to protect feet. It is not mandatory for a sneaker to protect feet.	A sneaker is not a shoe.	entailment	incongruent	Cat-MT	deontic
211	All books must contain words. It is not obligatory for a novel to contain words.	A novel is not a book.	entailment	incongruent	Cat-MT	deontic
212	It is obligatory for all volcanoes to erupt occasionally. There is no obligation for Mount Vesuvius to erupt occasionally.	Mount Vesuvius is not a volcano.	entailment	incongruent	Cat-MT	deontic
213	All fish must swim in water. It is not the case that a salmon must swim in water.	A salmon is not a fish.	entailment	incongruent	Cat-MT	deontic
